Freeze Brand,Ear Tag,Breed,Sex,Date Of Birth,Date Of Acquisition,Purchased From,Date Of Disposal,Disposed Of To,Date Of Death,Location,Group,Fqas,EID,Name,Age(mths),
,UK107189203434,Holstein,Female,30/12/2019,30/12/2019,,24/02/2020,31/227/0024 Cockle Park,,,0,,0,,1,
,UK107189103405,HOLSTEIN FRIESIAN,Female,01/01/2020,01/01/2020,,24/02/2020,31/227/0024 Cockle Park,,,0,,0,,1,
,UK107189103461,HOLSTEIN FRIESIAN,Female,01/01/2020,01/01/2020,,,,09/03/2020,,0,,982000176157027,,2,
,UK107189103454,HOLSTEIN FRIESIAN,Female,01/01/2020,01/01/2020,,13/05/2020,31/227/0024 Cockle Park,,,0,,982000176157020,,4,
,UK107189203476,HOLSTEIN FRIESIAN,Female,01/01/2020,01/01/2020,,24/02/2020,31/227/0024 Cockle Park,,,0,,982000176157042,,1,
,UK107189103433,HOLSTEIN FRIESIAN,Female,01/01/2020,01/01/2020,,24/02/2020,31/227/0024 Cockle Park,,,0,,0,,1,
,UK107189303435,HOLSTEIN FRIESIAN,Female,01/01/2020,01/01/2020,,24/02/2020,31/227/0024 Cockle Park,,,0,,0,,1,
,UK107189603431,HOLSTEIN X,Female,01/01/2020,01/01/2020,,24/02/2020,31/227/0024 Cockle Park,,,0,,0,,1,
,UK107189203455,HOLSTEIN FRIESIAN X,Female,02/01/2020,02/01/2020,,22/06/2020,31/227/0024 Cockle Park,,,0,,982000176157021,,5,
,UK107189503458,HOLSTEIN FRIESIAN,Bull,02/01/2020,02/01/2020,,,,,,0,,982000176157024,,15,
,UK107189203462,HOLSTEIN FRIESIAN,Female,02/01/2020,02/01/2020,,13/05/2020,31/227/0024 Cockle Park,,,0,,982000176157028,,4,
,UK107189403464,HOLSTEIN FRIESIAN,Male,02/01/2020,02/01/2020,,,,,,0,,982000176157030,,15,
,UK107189603466,HOLSTEIN FRIESIAN,Female,05/01/2020,05/01/2020,,13/05/2020,31/227/0024 Cockle Park,,,0,,982000176157032,,4,
,UK107189703467,HOLSTEIN FRIESIAN,Female,05/01/2020,05/01/2020,,13/05/2020,31/227/0024 Cockle Park,,,0,,982000176157033,,4,
,UK107189103468,HOLSTEIN FRIESIAN X,Male,06/01/2020,06/01/2020,,11/11/2020,Linden Foods,,,0,,982000176157034,,10,
,UK107189203469,Swedish Red X,Female,06/01/2020,06/01/2020,,13/05/2020,31/227/0024 Cockle Park,,,0,,982000176157035,,4,
,UK107189403471,HOLSTEIN FRIESIAN,Female,07/01/2020,07/01/2020,,13/05/2020,31/227/0024 Cockle Park,,,0,,982000176157037,,4,
,UK107189503472,HOLSTEIN FRIESIAN,Female,07/01/2020,07/01/2020,,24/02/2020,31/227/0024 Cockle Park,,,0,,982000176157038,,1,
,UK107189603473,HOLSTEIN FRIESIAN,Female,10/01/2020,10/01/2020,,24/02/2020,31/227/0024 Cockle Park,,,0,,982000176157039,,1,
,UK107189703474,Swedish Red X,Female,12/01/2020,12/01/2020,,,,30/01/2020,,0,,982000176157040,,0,
,UK107189303477,HOLSTEIN FRIESIAN X,Female,12/01/2020,12/01/2020,,13/05/2020,31/227/0024 Cockle Park,,,0,,982000176157043,,4,
,UK 107189 203602,HOLSTEIN FRIESIAN,Male,20/01/2020,20/01/2020,,,,12/02/2020,,0,,982000176157168,,0,
,UK 107189 403604,HOLSTEIN FRIESIAN,Male,20/01/2020,20/01/2020,,,,11/02/2020,,0,,982000176157170,,0,
,UK107189403478,HOLSTEIN FRIESIAN,Female,21/01/2020,21/01/2020,,13/05/2020,31/227/0024 Cockle Park,,,0,,982000176157044,,3,
,UK107189503479,HOLSTEIN FRIESIAN,Female,24/01/2020,24/01/2020,,,,30/01/2020,,0,,982000176157045,,0,
,UK107189703481,HOLSTEIN FRIESIAN,Female,25/01/2020,25/01/2020,,,,11/02/2020,,0,,982000176157047,,0,
,UK107189603480,HOLSTEIN FRIESIAN,Female,25/01/2020,25/01/2020,,13/05/2020,31/227/0024 Cockle Park,,,0,,982000176157046,,3,
,UK 107189 703607,HOLSTEIN FRIESIAN,Male,26/01/2020,26/01/2020,,,,17/03/2020,,0,,982000176157173,,1,
,UK107189103482,HOLSTEIN FRIESIAN,Female,30/01/2020,30/01/2020,,,,09/03/2020,,0,,982000176157048,,1,
,UK107189203483,Swedish Red X,Female,07/02/2020,07/02/2020,,,,11/02/2020,,0,,982000176157049,,0,
,UK 107189 103608,HOLSTEIN FRIESIAN,Male,07/02/2020,07/02/2020,,,,26/03/2020,,0,,982000176157174,,1,
,UK107189403485,HOLSTEIN FRIESIAN,Female,07/02/2020,07/02/2020,,,,09/03/2020,,0,,982000176157051,,1,
,UK107189303484,Swedish Red X,Female,07/02/2020,07/02/2020,,13/05/2020,31/227/0024 Cockle Park,,,0,,982000176157050,,3,
,UK106710202518,HOLSTEIN FRIESIAN,Female,04/02/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126163,,36,
,UK107189702809,BRITISH FRIESIAN X,Female,23/05/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126237,,33,
,UK106710602641,HOLSTEIN FRIESIAN,Female,06/10/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126191,,28,
,UK107189202867,HOLSTEIN FRIESIAN X,Female,18/10/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126265,,28,
,UK107189402848,HOLSTEIN FRIESIAN X,Female,21/09/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126253,,29,
,UK106710402639,HOLSTEIN FRIESIAN,Female,02/10/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126190,,28,
,UK106710302568,Holstein,Female,05/05/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126174,,33,
,UK107189702683,Swedish Red X,Female,03/11/2016,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126225,,39,
,UK106710602634,HOLSTEIN FRIESIAN,Female,14/09/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126189,,29,
,UK107189302812,HOLSTEIN FRIESIAN X,Female,01/06/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126239,,32,
,UK107189402841,HOLSTEIN FRIESIAN,Female,13/09/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126252,,29,
,UK106710102566,Holstein,Female,24/04/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126172,,34,
,UK107189602766,BRITISH FRIESIAN X,Female,12/02/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126229,,36,
,UK106710302589,HOLSTEIN FRIESIAN,Female,22/06/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126180,,32,
,UK107189602892,HOLSTEIN FRIESIAN,Female,17/11/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126280,,27,
,UK107189202902,HOLSTEIN FRIESIAN,Female,24/11/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126287,,26,
,UK107189502660,Swedish Red X,Female,13/10/2016,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126223,,40,
,UK106710102587,HOLSTEIN FRIESIAN,Female,16/06/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126179,,32,
,UK106710402569,Holstein,Female,07/05/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126175,,33,
,UK107189402771,HOLSTEIN FRIESIAN X,Female,20/02/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126230,,36,
,UK107189602857,HOLSTEIN FRIESIAN,Female,04/10/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126260,,28,
,UK107189502758,Swedish Red X,Female,30/01/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126227,,36,
,UK107189602822,BRITISH FRIESIAN X,Female,29/07/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126245,,30,
,UK107189102901,HOLSTEIN FRIESIAN,Female,23/11/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126286,,27,
,UK107189302889,HOLSTEIN FRIESIAN X,Female,12/11/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126279,,27,
,UK107189102873,HOLSTEIN FRIESIAN X,Female,28/10/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126270,,27,
,UK107189102894,HOLSTEIN FRIESIAN,Female,21/11/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126281,,27,
,UK107189102824,HOLSTEIN FRIESIAN X,Female,05/08/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126246,,30,
,UK107189602962,HOLSTEIN FRIESIAN,Female,26/02/2018,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126308,,23,
,UK106710402562,Holstein,Female,16/04/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126170,,34,
,UK106710202567,Holstein,Female,02/05/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126173,,33,
,UK106710302554,HOLSTEIN FRIESIAN,Female,26/03/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126169,,35,
,UK107189202860,Swedish Red X,Female,10/10/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126261,,28,
,UK106710602571,Holstein,Female,12/05/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126176,,33,
,UK107189402820,HOLSTEIN FRIESIAN,Female,23/07/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126244,,31,
,UK107189702760,BRITISH FRIESIAN X,Female,06/02/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126228,,36,
,UK107189302861,HOLSTEIN FRIESIAN,Female,11/10/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126262,,28,
,UK107189702816,HOLSTEIN FRIESIAN,Female,18/06/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126241,,32,
,UK107189402883,HOLSTEIN FRIESIAN,Female,07/11/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126275,,27,
,UK106710602585,HOLSTEIN FRIESIAN,Female,16/06/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126178,,32,
,UK107189202818,HOLSTEIN FRIESIAN,Female,22/07/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126243,,31,
,UK107189402897,HOLSTEIN FRIESIAN,Female,22/11/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126283,,27,
,UK107189702774,Swedish Red X,Female,02/03/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126231,,35,
,UK107189602675,Swedish Red X,Female,24/10/2016,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126224,,40,
,UK106710402660,HOLSTEIN FRIESIAN,Female,15/11/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126195,,27,
,UK107189202811,HOLSTEIN FRIESIAN,Female,24/05/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126238,,33,
,UK107189702865,HOLSTEIN FRIESIAN,Female,15/10/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126264,,28,
,UK107189202874,Swedish Red X,Female,28/10/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126271,,27,
,UK107189502863,HOLSTEIN FRIESIAN X,Female,11/10/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126263,,28,
,UK107189102852,BRITISH FRIESIAN X,Female,27/09/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126256,,28,
,UK107189402855,HOLSTEIN FRIESIAN,Female,01/10/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126258,,28,
,UK106710502626,HOLSTEIN FRIESIAN,Female,01/09/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126188,,29,
,UK106710102615,HOLSTEIN FRIESIAN,Female,28/07/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126187,,30,
,UK106710502563,HOLSTEIN FRIESIAN,Female,20/04/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126171,,34,
,UK106710502542,HOLSTEIN FRIESIAN,Female,09/03/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126168,,35,
,UK106710602606,HOLSTEIN FRIESIAN,Female,14/07/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126185,,31,
,UK107189702851,HOLSTEIN FRIESIAN,Female,27/09/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126255,,28,
,UK107189202888,HOLSTEIN FRIESIAN,Female,08/11/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126278,,27,
,UK106710502605,HOLSTEIN FRIESIAN,Female,13/07/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126184,,31,
,UK107189602815,HOLSTEIN FRIESIAN,Female,18/06/2017,11/02/2020,Newcastle University,11/02/2020,31/227/0024 Cockle Park,,,0,,982000176126240,,32,
12,UK106710102566,Holstein,Female,24/04/2017,11/02/2020,Newcastle University,,,,,Autumn,,982000176126172,,48,
48,UK106710102587,HOLSTEIN FRIESIAN,Female,16/06/2017,11/02/2020,Newcastle University,,,,,Autumn,,982000176126179,,46,
6,UK106710102615,HOLSTEIN FRIESIAN,Female,28/07/2017,11/02/2020,Newcastle University,,,,,0,,982000176126187,,45,
44,UK106710202518,HOLSTEIN FRIESIAN,Female,04/02/2017,11/02/2020,Newcastle University,,,,,0,,982000176126163,,51,
20,UK106710302554,HOLSTEIN FRIESIAN,Female,26/03/2017,11/02/2020,Newcastle University,,,,,Autumn,,982000176126169,,49,
33,UK106710302568,Holstein,Female,05/05/2017,11/02/2020,Newcastle University,,,,,Autumn,,982000176126174,,48,
,UK106710302589,HOLSTEIN FRIESIAN,Female,22/06/2017,11/02/2020,Newcastle University,,,13/03/2020,,0,,0,,33,
49,UK106710402562,Holstein,Female,16/04/2017,11/02/2020,Newcastle University,,,,,Autumn,,982000176126170,,48,
41,UK106710402569,Holstein,Female,07/05/2017,11/02/2020,Newcastle University,,,,,Autumn,,982000176126175,,48,
320,UK106710402639,HOLSTEIN FRIESIAN,Female,02/10/2017,11/02/2020,Newcastle University,,,21/09/2020,,0,,0,,36,
57,UK106710402660,HOLSTEIN FRIESIAN,Female,15/11/2017,11/02/2020,Newcastle University,,,,,Autumn,,982000176126195,,41,
26,UK106710502542,HOLSTEIN FRIESIAN,Female,09/03/2017,11/02/2020,Newcastle University,25/06/2020,Linden Foods,,,0,,0,,40,
,UK106710502563,HOLSTEIN FRIESIAN,Female,20/04/2017,11/02/2020,Newcastle University,,,,,0,,982000176126171,,48,
53,UK106710502605,HOLSTEIN FRIESIAN,Female,13/07/2017,11/02/2020,Newcastle University,,,,,Autumn,,982000176126184,,45,
67,UK106710502626,HOLSTEIN FRIESIAN,Female,01/09/2017,11/02/2020,Newcastle University,,,,,0,,0,,44,
25,UK106710602571,Holstein,Female,12/05/2017,11/02/2020,Newcastle University,,,,,Autumn,,982000176126176,,47,
,UK106710602585,HOLSTEIN FRIESIAN,Female,16/06/2017,11/02/2020,Newcastle University,25/06/2020,Linden Foods,,,0,,0,,36,
77,UK106710602634,HOLSTEIN FRIESIAN,Female,14/09/2017,11/02/2020,Newcastle University,,,,,Autumn,,982000176126189,,43,
35,UK106710602641,HOLSTEIN FRIESIAN,Female,06/10/2017,11/02/2020,Newcastle University,,,,,Spring,,982000176126191,,43,
52,UK107189102824,HOLSTEIN FRIESIAN X,Female,05/08/2017,11/02/2020,Newcastle University,,,,,0,,982000176126246,,45,
73,UK107189102852,BRITISH FRIESIAN X,Female,27/09/2017,11/02/2020,Newcastle University,11/11/2020,Linden Foods,,,0,,0,,38,
63,UK107189102873,HOLSTEIN FRIESIAN X,Female,28/10/2017,11/02/2020,Newcastle University,,,,,Autumn,,982000176126270,,42,
43,UK107189102894,HOLSTEIN FRIESIAN,Female,21/11/2017,11/02/2020,Newcastle University,,,,,Autumn,,982000176126281,,41,
,UK107189102901,HOLSTEIN FRIESIAN,Female,23/11/2017,11/02/2020,Newcastle University,30/07/2020,Linden Foods,,,0,,0,,32,
104,UK107189202811,HOLSTEIN FRIESIAN,Female,24/05/2017,11/02/2020,Newcastle University,,,,,Autumn,,982000176126238,,47,
254,UK107189202818,HOLSTEIN FRIESIAN,Female,22/07/2017,11/02/2020,Newcastle University,,,,,Autumn,,982000176126243,,45,
419,UK107189202867,HOLSTEIN FRIESIAN X,Female,18/10/2017,11/02/2020,Newcastle University,,,,,0,,982000176126265,,42,
184,UK107189202874,Swedish Red X,Female,28/10/2017,11/02/2020,Newcastle University,,,,,Autumn,,982000176126271,,42,
9,UK107189202888,HOLSTEIN FRIESIAN,Female,08/11/2017,11/02/2020,Newcastle University,,,,,0,,982000176126278,,41,
172,UK107189202902,HOLSTEIN FRIESIAN,Female,24/11/2017,11/02/2020,Newcastle University,,,,,0,,982000176126287,,41,
530,UK107189302812,HOLSTEIN FRIESIAN X,Female,01/06/2017,11/02/2020,Newcastle University,18/02/2021,Linden Foods,,,0,,982000176126239,,45,
404,UK107189302861,HOLSTEIN FRIESIAN,Female,11/10/2017,11/02/2020,Newcastle University,,,,,Spring,,982000176126262,,42,
,UK107189302889,HOLSTEIN FRIESIAN X,Female,12/11/2017,11/02/2020,Newcastle University,,,06/04/2020,,0,,0,,29,
522,UK107189402771,HOLSTEIN FRIESIAN X,Female,20/02/2017,11/02/2020,Newcastle University,30/07/2020,Linden Foods,,,0,,0,,41,
213,UK107189402820,HOLSTEIN FRIESIAN,Female,23/07/2017,11/02/2020,Newcastle University,,,,,Spring,,982000176126244,,45,
262,UK107189402841,HOLSTEIN FRIESIAN,Female,13/09/2017,11/02/2020,Newcastle University,,,,,0,,0,,43,
56,UK107189402848,HOLSTEIN FRIESIAN X,Female,21/09/2017,11/02/2020,Newcastle University,,,01/05/2020,,0,,0,,31,
439,UK107189402883,HOLSTEIN FRIESIAN,Female,07/11/2017,11/02/2020,Newcastle University,,,,,Autumn,,982000176126275,,42,
406,UK107189402897,HOLSTEIN FRIESIAN,Female,22/11/2017,11/02/2020,Newcastle University,18/02/2021,Linden Foods,,,Spring,,982000176126283,,39,
,UK107189502660,Swedish Red X,Female,13/10/2016,11/02/2020,Newcastle University,25/06/2020,Linden Foods,,,0,,0,,45,
,UK107189502758,Swedish Red X,Female,30/01/2017,11/02/2020,Newcastle University,25/06/2020,Linden Foods,,,0,,0,,41,
405,UK107189502863,HOLSTEIN FRIESIAN X,Female,11/10/2017,11/02/2020,Newcastle University,,,,,Autumn,,982000176126263,,42,
360,UK107189602675,Swedish Red X,Female,24/10/2016,11/02/2020,Newcastle University,,,,,Autumn,,982000176126224,,54,
519,UK107189602766,BRITISH FRIESIAN X,Female,12/02/2017,11/02/2020,Newcastle University,,,,,0,,982000176126229,,50,
152,UK107189602815,HOLSTEIN FRIESIAN,Female,18/06/2017,11/02/2020,Newcastle University,,,,,0,,982000176126240,,46,
317,UK107189602822,BRITISH FRIESIAN X,Female,29/07/2017,11/02/2020,Newcastle University,,,,,Autumn,,982000176126245,,45,
302,UK107189602857,HOLSTEIN FRIESIAN,Female,04/10/2017,11/02/2020,Newcastle University,,,,,Autumn,,982000176126260,,43,
444,UK107189602892,HOLSTEIN FRIESIAN,Female,17/11/2017,11/02/2020,Newcastle University,,,,,Autumn,,982000176126280,,41,
,UK107189602962,HOLSTEIN FRIESIAN,Female,26/02/2018,11/02/2020,Newcastle University,,,,,0,,0,,38,
389,UK107189702683,Swedish Red X,Female,03/11/2016,11/02/2020,Newcastle University,,,,,Autumn,,982000176126225,,54,
516,UK107189702760,BRITISH FRIESIAN X,Female,06/02/2017,11/02/2020,Newcastle University,,,,,Autumn,,982000176126228,,51,
,UK107189702774,Swedish Red X,Female,02/03/2017,11/02/2020,Newcastle University,,,,,0,,0,,50,
32,UK107189702809,BRITISH FRIESIAN X,Female,23/05/2017,11/02/2020,Newcastle University,,,,,Autumn,,982000176126237,,47,
16,UK107189702816,HOLSTEIN FRIESIAN,Female,18/06/2017,11/02/2020,Newcastle University,,,,,Autumn,,982000176126241,,46,
458,UK107189702851,HOLSTEIN FRIESIAN,Female,27/09/2017,11/02/2020,Newcastle University,30/07/2020,Linden Foods,,,0,,0,,34,
414,UK107189702865,HOLSTEIN FRIESIAN,Female,15/10/2017,11/02/2020,Newcastle University,,,12/10/2020,,0,,0,,36,
,UK106710202567,Holstein,Female,02/05/2017,12/02/2020,Newcastle University,24/04/2020,Linden Foods,,,0,,982000176126173,,36,
,UK106710602606,HOLSTEIN FRIESIAN,Female,14/07/2017,12/02/2020,Newcastle University,,,17/02/2020,,0,,982000176126185,,31,
,UK107189202860,Swedish Red X,Female,10/10/2017,12/02/2020,Newcastle University,24/04/2020,Linden Foods,,,0,,982000176126261,,30,
,UK107189402855,HOLSTEIN FRIESIAN,Female,01/10/2017,12/02/2020,Newcastle University,24/04/2020,Linden Foods,,,0,,982000176126258,,31,
2759,UK106710502759,HOLSTEIN FRIESIAN,Female,15/05/2018,12/02/2020,Newcastle University,,,,,0,,982000176126221,,35,
2659,UK107189402659,Swedish Red X,Female,12/10/2016,12/02/2020,Newcastle University,,,,,0,,982000176126222,,55,
3038,UK107189503038,Holstein,Female,27/06/2018,12/02/2020,Newcastle University,,,22/02/2021,,0,,982000176126327,,32,
3058,UK107189403058,Holstein,Female,28/07/2018,12/02/2020,Newcastle University,,,,,0,,982000176126333,,33,
2736,UK107189402736,HOLSTEIN FRIESIAN X,Female,22/12/2016,23/02/2020,Newcastle University,,,,,0,,0,,52,
,UK107189302910,HOLSTEIN FRIESIAN,Female,04/12/2017,23/02/2020,Newcastle University,,,,,0,,982000176126288,,41,
,UK107189502898,HOLSTEIN FRIESIAN,Female,22/11/2017,23/02/2020,Newcastle University,,,,,0,,982000176126284,,41,
109,UK107189202895,HOLSTEIN FRIESIAN,Female,21/11/2017,23/02/2020,Newcastle University,,,,,0,,982000176126282,,41,
42,UK106710302540,HOLSTEIN FRIESIAN,Female,09/03/2017,23/02/2020,Newcastle University,,,,,0,,0,,50,
75,UK106710402667,HOLSTEIN FRIESIAN,Female,10/12/2017,23/02/2020,Newcastle University,,,,,0,,0,,40,
29,UK107189502849,BRITISH FRIESIAN X,Female,25/09/2017,23/02/2020,Newcastle University,,,,,0,,0,,43,
,UK106710502521,HOLSTEIN FRIESIAN,Female,06/02/2017,23/02/2020,Newcastle University,,,21/05/2020,,0,,982000176126164,,40,
,UK107189503486,HOLSTEIN FRIESIAN,Female,24/02/2020,24/02/2020,,13/05/2020,31/227/0024 Cockle Park,,,0,,982000176157052,,2,
,UK 107189 403611,HOLSTEIN FRIESIAN,Male,01/03/2020,01/03/2020,,,,16/03/2020,,0,,982000176157177,,0,
,UK107189703488,HOLSTEIN FRIESIAN,Female,02/03/2020,02/03/2020,,,,13/03/2020,,0,,982000176157054,,0,
,UK107189303491,HOLSTEIN FRIESIAN,Female,02/03/2020,02/03/2020,,13/05/2020,31/227/0024 Cockle Park,,,0,,0,,2,
,UK107189603487,HOLSTEIN FRIESIAN,Female,03/03/2020,03/03/2020,,13/05/2020,31/227/0024 Cockle Park,,,0,,982000176157053,,2,
,UK 107189 203609,HOLSTEIN FRIESIAN,Male,03/03/2020,03/03/2020,,07/05/2020,,,,0,,982000176157175,,2,
,UK 107189 303610,HOLSTEIN FRIESIAN,Male,03/03/2020,03/03/2020,,,,24/03/2020,,0,,982000176157176,,0,
,UK107189103489,Swedish Red X,Female,03/03/2020,03/03/2020,,,,,,0,,982000176157055,,13,
,UK107189203490,HOLSTEIN FRIESIAN,Female,03/03/2020,03/03/2020,,13/05/2020,31/227/0024 Cockle Park,,,0,,0,,2,
,UK107189203497,HOLSTEIN FRIESIAN,Female,02/04/2020,02/04/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157063,,10,
,UK107189103503,BRITISH FRIESIAN X,Female,03/04/2020,03/04/2020,,,,,,0,,982000176157069,,12,
,UK107189303498,HOLSTEIN FRIESIAN,Female,03/04/2020,03/04/2020,,,,,,0,,982000176157064,,12,
,UK107189403499,HOLSTEIN FRIESIAN,Female,03/04/2020,03/04/2020,,,,,,0,,982000176157065,,12,
,UK107189603501,HOLSTEIN FRIESIAN X,Female,03/04/2020,03/04/2020,,,,,,0,,982000176157067,,12,
,UK107189703502,Holstein,Female,03/04/2020,03/04/2020,,,,,,0,,982000176157068,,12,
,UK107189203504,HOLSTEIN FRIESIAN X,Female,08/04/2020,08/04/2020,,13/05/2020,31/227/0024 Cockle Park,,,0,,982000176157070,,1,
,UK107189403506,HOLSTEIN FRIESIAN,Female,10/04/2020,10/04/2020,,,,04/06/2020,,0,,982000176157072,,1,
,UK107189603522,HOLSTEIN FRIESIAN,Female,10/04/2020,10/04/2020,,,,,,0,,982000176157088,,12,
,UK107189303519,HOLSTEIN FRIESIAN,Female,10/04/2020,10/04/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157085,,10,
,UK107189103524,HOLSTEIN FRIESIAN X,Female,10/04/2020,10/04/2020,,,,,,0,,982000176157090,,12,
,UK 107189 103615,HOLSTEIN FRIESIAN,Bull,10/04/2020,10/04/2020,,14/05/2020,12/176/0014,,,0,,982000176157181,,1,
,UK 107189 503619,HOLSTEIN FRIESIAN,Bull,10/04/2020,10/04/2020,,,,,,0,,982000176157185,,12,
,UK107189503521,BRITISH FRIESIAN X,Female,10/04/2020,10/04/2020,,,,,,0,,982000176157087,,12,
,UK107189403527,HOLSTEIN FRIESIAN,Female,10/04/2020,10/04/2020,,16/02/2021,31/227/0024 Cockle Park,,,0,,982000176157093,,10,
,UK107189703523,BRITISH FRIESIAN X,Female,10/04/2020,10/04/2020,,,,,,0,,982000176157089,,12,
,UK107189303512,HOLSTEIN FRIESIAN,Female,10/04/2020,10/04/2020,,,,,,0,,982000176157078,,12,
,UK107189303540,HOLSTEIN FRIESIAN X,Female,10/04/2020,10/04/2020,,,,15/04/2020,,0,,982000176157106,,0,
,UK107189703495,HOLSTEIN FRIESIAN,Female,10/04/2020,10/04/2020,,,,,,0,,982000176157061,,12,
