InternalID,Freeze Brand,Ear Tag,Colour,Breed,Sex,Date Of Birth,Dam's Ear Tag,Date Of Acquisition,Age when acquired,Purchased From,Date Of Disposal,Disposed Of To,Date Of Death,Manner and Place of Destruction,Record 1st Created,Record Edited?,Reason For Change,ReasonForCull,Sire,Location,Age(mths),
209018655,2678,UK106710102678,N/A,HOLSTEIN FRIESIAN,Female,04/01/2018,UK106710601913,21/12/2020,2 yrs  11 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,21/12/2020,No,,,,,29,
209018657,2681,UK106710402681,N/A,HOLSTEIN FRIESIAN,Female,09/01/2018,UK106710201853,21/12/2020,2 yrs  11 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,21/12/2020,No,,,,,29,
209018667,2737,UK106710402737,N/A,HOLSTEIN FRIESIAN,Female,12/04/2018,UK106710602151,21/12/2020,2 yrs  8 mths,,21/12/2020,31/377/0042 Nafferton Farm,,,21/12/2020,No,,,,,32,
209018679,,UK107189402736,N/A,HOLSTEIN FRIESIAN X,Female,22/12/2016,UK107189501568,21/12/2020,4 yrs  0 mths,,21/12/2020,31/377/0042 Nafferton Farm,,,21/12/2020,No,,,,,48,
209500005,,UK107189203497,N/A,HOLSTEIN FRIESIAN,Female,02/04/2020,UK107189202888,16/02/2021,0 yrs  10 mths,Newcastle University,,,,,18/02/2021,No,,,,,12,
209500006,,UK107189203595,N/A,LONGHORN X,Female,10/11/2020,UK107189202076,16/02/2021,0 yrs  3 mths,Newcastle University,,,,,18/02/2021,No,,,CARREG SAINFOIN,,5,
209500007,,UK107189303519,N/A,HOLSTEIN FRIESIAN,Female,10/04/2020,UK106710502605,16/02/2021,0 yrs  10 mths,Newcastle University,,,,,18/02/2021,No,,,HOLSTEIN,,12,
209500008,,UK107189303533,N/A,HOLSTEIN FRIESIAN,Female,24/04/2020,UK106710502542,16/02/2021,0 yrs  10 mths,Newcastle University,,,,,18/02/2021,No,,,HOLSTEIN,,12,
209500009,,UK107189303589,N/A,BRITISH BLUE X,Bull,05/11/2020,UK106710702278,16/02/2021,0 yrs  3 mths,Newcastle University,,,,,18/02/2021,No,,,FERTILITY PLUS BBB (COGENT),,5,
209500010,,UK107189303596,N/A,BRITISH FRIESIAN X,Bull,15/11/2020,UK107189302812,16/02/2021,0 yrs  3 mths,Newcastle University,,,,,18/02/2021,No,,,HOLSTEIN,,5,
209500011,,UK 107189 303624,N/A,ABERDEEN ANGUS X,Bull,18/07/2020,UK107189602934,16/02/2021,0 yrs  7 mths,Newcastle University,,,,,18/02/2021,No,,,HOLSTEIN,,9,
209500012,,UK107189403527,N/A,HOLSTEIN FRIESIAN,Female,10/04/2020,UK107189302861,16/02/2021,0 yrs  10 mths,Newcastle University,,,,,18/02/2021,No,,,HOLSTEIN,,12,
209500013,,UK107189403590,N/A,LONGHORN X,Female,10/11/2020,UK106710701991,16/02/2021,0 yrs  3 mths,Newcastle University,,,,,18/02/2021,No,,,Carreg Superman,,5,
209500014,,UK107189403597,N/A,LONGHORN X,Female,15/11/2020,UK107189102488,16/02/2021,0 yrs  3 mths,Newcastle University,,,,,18/02/2021,No,,,HOLSTEIN,,5,
209500015,,UK107189503584,N/A,LONGHORN X,Bull,06/11/2020,UK107189702123,16/02/2021,0 yrs  3 mths,Newcastle University,,,,,18/02/2021,No,,,CARREG SAINFOIN,,5,
209500016,,UK107189603515,N/A,HOLSTEIN FRIESIAN,Female,15/04/2020,UK106710102615,16/02/2021,0 yrs  10 mths,Newcastle University,,,,,18/02/2021,No,,,,,12,
209500017,,UK107189603585,N/A,LONGHORN X,Female,06/11/2020,UK107189302875,16/02/2021,0 yrs  3 mths,Newcastle University,,,,,18/02/2021,No,,,,,5,
209500018,,UK107189603592,N/A,LONGHORN X,Bull,10/11/2020,UK107189401679,16/02/2021,0 yrs  3 mths,Newcastle University,,,,,18/02/2021,No,,,Carreg Superman,,5,
209500019,,UK107189603676,N/A,LONGHORN X,Female,20/09/2020,UK107189402946,16/02/2021,0 yrs  5 mths,Newcastle University,,,,,18/02/2021,No,,,,,7,
209500020,,UK107189403681,N/A,LONGHORN X,Bull,01/10/2020,UK106710502248,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,18/02/2021,No,,,Carreg Superman,,6,
209500021,,UK107189403688,N/A,LONGHORN X,Bull,07/10/2020,UK107189202979,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,18/02/2021,No,,,,,6,
209500022,,UK107189503570,N/A,LONGHORN X,Bull,27/10/2020,UK106710102580,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,18/02/2021,No,,,,,5,
209500023,,UK107189503577,N/A,LONGHORN X,Female,01/11/2020,UK106710302134,16/02/2021,0 yrs  3 mths,Newcastle University,,,,,18/02/2021,No,,,CARREG SAINFOIN,,5,
209500024,,UK107189503633,N/A,LONGHORN X,Female,25/08/2020,UK107189602038,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,18/02/2021,No,,,Carreg Superman,,7,
209500025,,UK107189503640,N/A,LONGHORN X,Female,30/08/2020,UK107189503010,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,18/02/2021,No,,,,,7,
209500026,,UK107189503682,N/A,LONGHORN X,Female,01/10/2020,UK107189602878,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,18/02/2021,No,,,,,6,
209500027,,UK107189503689,N/A,LONGHORN X,Female,07/10/2020,UK107189702536,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,18/02/2021,No,,,CARREG SUPERMAN,,6,
209500028,,UK107189603557,N/A,ABERDEEN ANGUS X,Female,14/08/2020,UK106710302603,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,18/02/2021,No,,,UNKNOWN SIRE,,8,
209500029,,UK107189603571,N/A,LONGHORN X,Bull,27/10/2020,UK106710102615,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,18/02/2021,No,,,,,5,
209500030,,UK107189603578,N/A,LONGHORN X,Female,30/10/2020,UK107189202538,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,18/02/2021,No,,,,,5,
209500031,,UK107189603641,N/A,Shorthorn,Bull,30/08/2020,UK106710402681,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,18/02/2021,No,,,,,7,
209500032,,UK107189603655,N/A,LONGHORN X,Female,03/09/2020,UK107189102838,16/02/2021,0 yrs  5 mths,Newcastle University,,,,,18/02/2021,No,,,,,7,
209500033,,UK107189603683,N/A,LONGHORN X,Female,01/10/2020,UK106710602144,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,18/02/2021,No,,,CARREG SUPERMAN,,6,
209500034,,UK107189703558,N/A,Longhorn,Female,23/08/2020,UK106710102069,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,18/02/2021,No,,,Carreg Superman,,8,
209500035,,UK107189703572,N/A,ABERDEEN ANGUS X,Female,30/10/2020,UK106710402758,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,18/02/2021,No,,,,,5,
209500036,,UK107189703579,N/A,LONGHORN X,Bull,30/10/2020,UK107189502863,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,18/02/2021,No,,,,,5,
209500037,,UK107189703635,N/A,LONGHORN X,Bull,27/08/2020,UK106710602683,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,18/02/2021,No,,,,,7,
209500038,,UK107189703642,N/A,ABERDEEN ANGUS X,Female,31/08/2020,UK107189402701,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,18/02/2021,No,,,FERTILITY PLUS (CONFIRM SIRE AT BIRTH),,7,
209500039,,UK107189703663,N/A,LONGHORN X,Female,13/09/2020,UK107189402869,16/02/2021,0 yrs  5 mths,Newcastle University,,,,,18/02/2021,No,,,,,7,
209500040,,UK107189703677,N/A,LONGHORN X,Female,20/09/2020,UK107189402925,16/02/2021,0 yrs  5 mths,Newcastle University,,,,,18/02/2021,No,,,,,7,
209500041,,UK107189703684,N/A,LONGHORN X,Bull,02/10/2020,UK106710502220,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,18/02/2021,No,,,CARREG SUPERMAN,,6,
209500042,,UK107189703691,N/A,LONGHORN X,Female,07/10/2020,UK106710302358,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,18/02/2021,No,,,CARREG SAINFOIN,,6,
209500043,,UK107189203679,N/A,LONGHORN X,Female,01/10/2020,UK106710502451,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,18/02/2021,No,,,Carreg Superman,,6,
209500044,,UK107189303568,N/A,ABERDEEN ANGUS X,Female,27/10/2020,UK106710702691,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,18/02/2021,No,,,,,5,
209500045,,UK107189303575,N/A,LONGHORN X,Bull,01/11/2020,UK107189402127,16/02/2021,0 yrs  3 mths,Newcastle University,,,,,18/02/2021,No,,,CARREG SAINFOIN,,5,
209500046,,UK107189303582,N/A,LONGHORN X,Bull,02/11/2020,UK107189302483,16/02/2021,0 yrs  3 mths,Newcastle University,,,,,18/02/2021,No,,,Carreg Superman,,5,
209500047,,UK107189303631,N/A,LONGHORN X,Female,25/08/2020,UK107189602619,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,18/02/2021,No,,,Carreg Superman,,7,
209500048,,UK107189303638,N/A,LONGHORN X,Female,27/08/2020,UK106710602697,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,18/02/2021,No,,,,,7,
209500049,,UK107189303645,N/A,Shorthorn,Bull,31/08/2020,UK107189502926,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,18/02/2021,No,,,,,7,
209500050,,UK107189303652,N/A,LONGHORN X,Bull,02/09/2020,UK107189102929,16/02/2021,0 yrs  5 mths,Newcastle University,,,,,18/02/2021,No,,,CARREG SUPERMAN,,7,
209500051,,UK107189303659,N/A,LONGHORN X,Female,04/09/2020,UK107189202937,16/02/2021,0 yrs  5 mths,Newcastle University,,,,,18/02/2021,No,Mothers Eartag,,CARREG SUPERMAN,,7,
209500052,,UK107189303673,N/A,LONGHORN X,Female,19/09/2020,UK107189402323,16/02/2021,0 yrs  5 mths,Newcastle University,,,,,18/02/2021,No,,,Carreg Superman,,7,
209500053,,UK107189303680,N/A,DAIRY SHORTHORN X,Bull,01/10/2020,UK107189602626,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,18/02/2021,No,,,,,6,
209500054,,UK107189303687,N/A,HOLSTEIN FRIESIAN,Female,07/10/2020,UK106710102139,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,18/02/2021,No,,,CARREG SUPERMAN,,6,
209500055,,UK107189403576,N/A,LONGHORN X,Bull,01/11/2020,UK107189402127,16/02/2021,0 yrs  3 mths,Newcastle University,,,,,18/02/2021,No,,,CARREG SAINFOIN,,5,
209500056,,UK107189403625,N/A,LONGHORN X,Bull,05/08/2020,UK107189702305,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,18/02/2021,No,,,CARREG SUPERMAN,,8,
209500057,,UK107189403632,N/A,LONGHORN X,Female,25/08/2020,UK107189602486,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,18/02/2021,No,,,CARREG SAINFOIN,,7,
209500058,,UK107189403646,N/A,LONGHORN X,Bull,31/08/2020,UK106710102517,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,18/02/2021,No,,,CARREG SAINFOIN,,7,
209500059,,UK107189403653,N/A,LONGHORN X,Female,02/09/2020,UK106710602263,16/02/2021,0 yrs  5 mths,Newcastle University,,,,,18/02/2021,No,,,CARREG SUPERMAN,,7,
209500060,,UK107189403660,N/A,LONGHORN X,Female,04/09/2020,UK106710502269,16/02/2021,0 yrs  5 mths,Newcastle University,,,,,18/02/2021,No,,,CARREG SUPERMAN,,7,
209500061,,UK107189403674,N/A,LONGHORN X,Bull,19/09/2020,UK106710102482,16/02/2021,0 yrs  5 mths,Newcastle University,,,,,18/02/2021,No,,,,,7,
209500062,,UK107189103559,N/A,LONGHORN X,Female,23/08/2020,UK107189703026,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,18/02/2021,No,,,,,8,
209500063,,UK107189103566,N/A,LONGHORN X,Bull,27/10/2020,UK106710102160,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,18/02/2021,No,,,CARREG SUPERMAN,,5,
209500064,,UK107189103573,N/A,ABERDEEN ANGUS X,Bull,30/10/2020,UK107189302938,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,18/02/2021,No,,,,,5,
209500065,,UK107189103580,N/A,LONGHORN X,Female,30/10/2020,UK107189202874,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,18/02/2021,No,,,,,5,
209500066,,UK107189103629,N/A,LONGHORN X,Bull,24/08/2020,UK107189602871,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,18/02/2021,No,,,,,8,
209500067,,UK107189103636,N/A,LONGHORN X,Female,27/08/2020,UK107189702900,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,18/02/2021,No,,,,,7,
209500068,,UK107189103643,N/A,LONGHORN X,Bull,31/08/2020,UK106710302645,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,18/02/2021,No,,,,,7,
209500069,,UK107189103657,N/A,LONGHORN X,Female,03/09/2020,UK107189602199,16/02/2021,0 yrs  5 mths,Newcastle University,,,,,18/02/2021,No,,,CARREG SUPERMAN,,7,
209500070,,UK107189103671,N/A,LONGHORN X,Bull,13/09/2020,UK107189102705,16/02/2021,0 yrs  5 mths,Newcastle University,,,,,18/02/2021,No,,,,,7,
209500071,,UK107189103685,N/A,LONGHORN X,Bull,02/10/2020,UK107189202426,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,18/02/2021,No,,,,,6,
209500072,,UK107189203560,N/A,LONGHORN X,Female,24/08/2020,UK106710501891,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,18/02/2021,No,,,Carreg Superman,,8,
209500073,,UK107189203567,N/A,LONGHORN X,Female,27/10/2020,UK106710202154,16/02/2021,0 yrs  4 mths,Newcastle University,,,24/02/2021,,18/02/2021,No,,,CARREG SUPERMAN,,4,
209500074,,UK107189203581,N/A,LONGHORN X,Female,30/10/2020,UK106710302169,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,18/02/2021,No,,,Carreg Superman,,5,
209500075,,UK107189203630,N/A,LONGHORN X,Female,24/08/2020,UK107189102145,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,18/02/2021,No,,,Carreg Superman,,8,
209500076,,UK107189203637,N/A,LONGHORN X,Bull,27/08/2020,UK106710202112,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,18/02/2021,No,,,Carreg Superman,,7,
209500077,,UK107189203644,N/A,LONGHORN X,Bull,27/08/2020,UK107189702886,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,18/02/2021,No,,,,,7,
209500078,,UK107189203672,N/A,LONGHORN X,Female,19/09/2020,UK106710402275,16/02/2021,0 yrs  5 mths,Newcastle University,,,,,18/02/2021,No,,,Carreg Superman,,7,
