Freeze Brand,Ear Tag,Breed,Sex,Date Of Birth,Date Of Acquisition,Age when acquired,Purchased From,Date Of Disposal,Disposed Of To,Date Of Death,Manner and Place of Destruction,Location,Group,Fqas,EID,Name,Age(mths),Age(days),
,UK107189402897,HOLSTEIN FRIESIAN,Female,22/11/2017,11/02/2020,2 yrs  3 mths,Newcastle University,12/02/2020,,,,,0,,982000176126283,,27,812,
,UK107189702774,Swedish Red X,Female,02/03/2017,11/02/2020,2 yrs  11 mths,Newcastle University,12/02/2020,,,,,0,,982000176126231,,35,1077,
,UK107189602675,Swedish Red X,Female,24/10/2016,11/02/2020,3 yrs  4 mths,Newcastle University,12/02/2020,,,,,0,,982000176126224,,40,1206,
,UK106710402660,HOLSTEIN FRIESIAN,Female,15/11/2017,11/02/2020,2 yrs  3 mths,Newcastle University,12/02/2020,,,,,0,,982000176126195,,27,819,
,UK107189202811,HOLSTEIN FRIESIAN,Female,24/05/2017,11/02/2020,2 yrs  9 mths,Newcastle University,12/02/2020,,,,,0,,982000176126238,,33,994,
,UK107189702865,HOLSTEIN FRIESIAN,Female,15/10/2017,11/02/2020,2 yrs  4 mths,Newcastle University,12/02/2020,,,,,0,,982000176126264,,28,850,
,UK107189202874,Swedish Red X,Female,28/10/2017,11/02/2020,2 yrs  4 mths,Newcastle University,12/02/2020,,,,,0,,982000176126271,,27,837,
,UK107189502863,HOLSTEIN FRIESIAN X,Female,11/10/2017,11/02/2020,2 yrs  4 mths,Newcastle University,12/02/2020,,,,,0,,982000176126263,,28,854,
,UK107189102852,BRITISH FRIESIAN X,Female,27/09/2017,11/02/2020,2 yrs  5 mths,Newcastle University,12/02/2020,,,,,0,,982000176126256,,28,868,
,UK107189402855,HOLSTEIN FRIESIAN,Female,01/10/2017,11/02/2020,2 yrs  4 mths,Newcastle University,12/02/2020,,,,,0,,982000176126258,,28,864,
,UK106710502626,HOLSTEIN FRIESIAN,Female,01/09/2017,11/02/2020,2 yrs  5 mths,Newcastle University,12/02/2020,,,,,0,,982000176126188,,29,894,
,UK106710102615,HOLSTEIN FRIESIAN,Female,28/07/2017,11/02/2020,2 yrs  7 mths,Newcastle University,12/02/2020,,,,,0,,982000176126187,,30,929,
,UK106710502563,HOLSTEIN FRIESIAN,Female,20/04/2017,11/02/2020,2 yrs  10 mths,Newcastle University,12/02/2020,,,,,0,,982000176126171,,34,1028,
,UK106710502542,HOLSTEIN FRIESIAN,Female,09/03/2017,11/02/2020,2 yrs  11 mths,Newcastle University,12/02/2020,,,,,0,,982000176126168,,35,1070,
,UK106710602606,HOLSTEIN FRIESIAN,Female,14/07/2017,11/02/2020,2 yrs  7 mths,Newcastle University,12/02/2020,,,,,0,,982000176126185,,31,943,
,UK107189702851,HOLSTEIN FRIESIAN,Female,27/09/2017,11/02/2020,2 yrs  5 mths,Newcastle University,12/02/2020,,,,,0,,982000176126255,,28,868,
,UK107189202888,HOLSTEIN FRIESIAN,Female,08/11/2017,11/02/2020,2 yrs  3 mths,Newcastle University,12/02/2020,,,,,0,,982000176126278,,27,826,
,UK106710502605,HOLSTEIN FRIESIAN,Female,13/07/2017,11/02/2020,2 yrs  7 mths,Newcastle University,12/02/2020,,,,,0,,982000176126184,,31,944,
,UK107189602815,HOLSTEIN FRIESIAN,Female,18/06/2017,11/02/2020,2 yrs  8 mths,Newcastle University,12/02/2020,,,,,0,,982000176126240,,32,969,
,UK106710502521,HOLSTEIN FRIESIAN,Female,06/02/2017,23/02/2020,3 yrs  0 mths,,23/02/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126164,,37,1112,
42,UK106710302540,HOLSTEIN FRIESIAN,Female,09/03/2017,23/02/2020,2 yrs  11 mths,,23/02/2020,31/377/0042 Nafferton Farm,,,,0,,0,,36,1081,
75,UK106710402667,HOLSTEIN FRIESIAN,Female,10/12/2017,23/02/2020,2 yrs  2 mths,,23/02/2020,31/377/0042 Nafferton Farm,,,,0,,0,,26,805,
29,UK107189502849,BRITISH FRIESIAN X,Female,25/09/2017,23/02/2020,2 yrs  5 mths,,23/02/2020,31/377/0042 Nafferton Farm,,,,0,,0,,29,881,
109,UK107189202895,HOLSTEIN FRIESIAN,Female,21/11/2017,23/02/2020,2 yrs  3 mths,,23/02/2020,31/377/0042 Nafferton Farm,,,,0,,0,,27,824,
,UK107189502898,HOLSTEIN FRIESIAN,Female,22/11/2017,23/02/2020,2 yrs  3 mths,,23/02/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126284,,27,823,
698,UK107189703278,HOLSTEIN FRIESIAN,Female,24/03/2019,24/02/2020,0 yrs  11 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176308689,,24,747,
699,UK107189103279,HOLSTEIN FRIESIAN,Female,24/03/2019,24/02/2020,0 yrs  11 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176308643,,24,747,
3295,UK107189303295,HOLSTEIN FRIESIAN,Female,01/04/2019,24/02/2020,0 yrs  10 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176308656,,24,739,
3301,UK107189203301,HOLSTEIN FRIESIAN,Female,05/04/2019,24/02/2020,0 yrs  10 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176308646,,24,735,
3308,UK107189203308,HOLSTEIN FRIESIAN,Female,11/04/2019,24/02/2020,0 yrs  10 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176308661,,24,729,
3311,UK107189503311,HOLSTEIN FRIESIAN,Female,13/04/2019,24/02/2020,0 yrs  10 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176308633,,24,727,
3313,UK107189703313,HOLSTEIN FRIESIAN,Female,14/04/2019,24/02/2020,0 yrs  10 mths,Newcastle University,23/02/2021,31/377/0042 Nafferton Farm,,,,0,,982000176208385,,22,681,
3318,UK107189503318,HOLSTEIN FRIESIAN X,Female,27/04/2019,24/02/2020,0 yrs  10 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176308725,,23,713,
3321,UK107189103321,HOLSTEIN FRIESIAN,Female,07/05/2019,24/02/2020,0 yrs  9 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176308630,,23,703,
3325,UK107189503325,HOLSTEIN FRIESIAN X,Female,08/05/2019,24/02/2020,0 yrs  9 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176308698,,23,702,
3326,UK107189603326,HOLSTEIN FRIESIAN,Female,09/05/2019,24/02/2020,0 yrs  9 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176308637,,23,701,
3327,UK107189703327,Swedish Red X,Female,09/05/2019,24/02/2020,0 yrs  9 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176308640,,23,701,
3328,UK107189103328,HOLSTEIN FRIESIAN,Female,14/05/2019,24/02/2020,0 yrs  9 mths,Newcastle University,23/02/2021,31/377/0042 Nafferton Farm,,,,0,,982000176308652,,21,651,
719,UK107189203357,HOLSTEIN FRIESIAN,Female,17/07/2019,24/02/2020,0 yrs  7 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176308655,,21,632,
720,UK107189603361,Holstein,Female,24/07/2019,24/02/2020,0 yrs  7 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176308629,,20,625,
721,UK107189703362,HOLSTEIN FRIESIAN,Female,24/07/2019,24/02/2020,0 yrs  7 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176308692,,20,625,
722,UK107189103363,Holstein,Female,26/07/2019,24/02/2020,0 yrs  7 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176308670,,20,623,
3364,UK107189203364,HOLSTEIN FRIESIAN,Female,31/08/2019,24/02/2020,0 yrs  6 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176308635,,19,587,
3366,UK107189403366,HOLSTEIN FRIESIAN,Female,31/08/2019,24/02/2020,0 yrs  6 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176308694,,19,587,
3367,UK107189503367,HOLSTEIN FRIESIAN,Female,30/08/2019,24/02/2020,0 yrs  6 mths,Newcastle University,,,,,,0,,0,,19,599,
3370,UK107189103370,HOLSTEIN FRIESIAN,Female,27/08/2019,24/02/2020,0 yrs  6 mths,Newcastle University,,,,,,0,,982000176308721,,20,602,
3380,UK107189403380,HOLSTEIN FRIESIAN,Female,21/09/2019,24/02/2020,0 yrs  5 mths,Newcastle University,,,12/12/2019,Warrens,,0,,0,,2,82,
3381,UK107189503381,HOLSTEIN FRIESIAN,Female,22/09/2019,24/02/2020,0 yrs  5 mths,Newcastle University,,,,,,0,,982000176308696,,19,576,
3382,UK107189603382,HOLSTEIN FRIESIAN,Female,22/09/2019,24/02/2020,0 yrs  5 mths,Newcastle University,,,07/12/2020,Warrens,,0,,0,,14,442,
3392,UK107189203392,HOLSTEIN FRIESIAN,Female,03/10/2019,24/02/2020,0 yrs  4 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176308713,,18,554,
3395,UK107189503395,HOLSTEIN FRIESIAN,Female,08/10/2019,24/02/2020,0 yrs  4 mths,Newcastle University,,,02/12/2020,Warrens,,0,,982000176144277,,14,421,
3397,UK107189703397,HOLSTEIN FRIESIAN,Female,14/10/2019,24/02/2020,0 yrs  4 mths,Newcastle University,,,,,,0,,982000176144246,,18,554,
3398,UK107189103398,HOLSTEIN FRIESIAN,Female,14/10/2019,24/02/2020,0 yrs  4 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176144278,,18,543,
,UK107189103405,HOLSTEIN FRIESIAN,Female,01/01/2020,24/02/2020,0 yrs  1 mths,Newcastle University,,,,,,0,,982000176144280,,15,475,
3402,UK107189503402,HOLSTEIN FRIESIAN,Female,03/11/2019,24/02/2020,0 yrs  3 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176144239,,17,523,
3403,UK107189603403,HOLSTEIN FRIESIAN,Female,03/11/2019,24/02/2020,0 yrs  3 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176308648,,17,523,
3404,UK107189703404,HOLSTEIN FRIESIAN,Female,03/11/2019,24/02/2020,0 yrs  3 mths,Newcastle University,,,,,,0,,982000176144241,,17,534,
3406,UK107189203406,Swedish Red X,Female,03/11/2019,24/02/2020,0 yrs  3 mths,Newcastle University,,,,,,0,,982000176144284,,17,534,
3407,UK107189303407,HOLSTEIN FRIESIAN,Female,03/11/2019,24/02/2020,0 yrs  3 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176308714,,17,523,
,UK107189503472,HOLSTEIN FRIESIAN,Female,07/01/2020,24/02/2020,0 yrs  1 mths,Newcastle University,,,04/04/2020,Warrens,,0,,982000176157038,,2,88,
,UK107189603473,HOLSTEIN FRIESIAN,Female,10/01/2020,24/02/2020,0 yrs  1 mths,Newcastle University,,,,,,0,,982000176157039,,15,466,
,UK107189103475,Holstein,Female,30/12/2019,24/02/2020,0 yrs  2 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176157041,,15,466,
,UK107189403429,HOLSTEIN FRIESIAN,Female,28/12/2019,24/02/2020,0 yrs  2 mths,Newcastle University,,,,,,0,,982000176144282,,15,479,
,UK107189303428,HOLSTEIN FRIESIAN,Male,28/12/2019,24/02/2020,0 yrs  2 mths,Newcastle University,,,10/04/2020,Warrens,,0,,0,,3,104,
,UK107189503430,HOLSTEIN FRIESIAN,Female,28/12/2019,24/02/2020,0 yrs  2 mths,Newcastle University,,,,,,0,,982000176144254,,15,479,
,UK107189103419,HOLSTEIN FRIESIAN,Female,28/12/2019,24/02/2020,0 yrs  2 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176144281,,15,468,
,UK107189303421,HOLSTEIN FRIESIAN,Female,28/12/2019,24/02/2020,0 yrs  2 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176308631,,15,468,
,UK107189403422,HOLSTEIN FRIESIAN,Female,29/12/2019,24/02/2020,0 yrs  2 mths,Newcastle University,,,,,,0,,982000176144251,,15,478,
,UK107189603424,HOLSTEIN FRIESIAN,Female,29/12/2019,24/02/2020,0 yrs  2 mths,Newcastle University,,,,,,0,,982000176308649,,15,478,
,UK107189203427,HOLSTEIN FRIESIAN X,Female,30/12/2019,24/02/2020,0 yrs  2 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176308657,,15,466,
,UK107189103426,Swedish Red X,Female,30/12/2019,24/02/2020,0 yrs  2 mths,Newcastle University,,,,,,0,,982000176308639,,15,477,
,UK107189503423,HOLSTEIN FRIESIAN,Female,30/12/2019,24/02/2020,0 yrs  2 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176308662,,15,466,
,UK107189203434,Holstein,Female,30/12/2019,24/02/2020,0 yrs  2 mths,Newcastle University,,,,,,0,,982000176308708,,15,477,
,UK107189203476,HOLSTEIN FRIESIAN,Female,01/01/2020,24/02/2020,0 yrs  1 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176157042,,15,464,
,UK107189103433,HOLSTEIN FRIESIAN,Female,01/01/2020,24/02/2020,0 yrs  1 mths,Newcastle University,,,,,,0,,982000176308704,,15,475,
,UK107189303435,HOLSTEIN FRIESIAN,Female,01/01/2020,24/02/2020,0 yrs  1 mths,Newcastle University,,,,,,0,,982000176308628,,15,475,
,UK107189603431,HOLSTEIN X,Female,01/01/2020,24/02/2020,0 yrs  1 mths,Newcastle University,,,,,,0,,982000176308681,,15,475,
3369,UK107189703369,HOLSTEIN FRIESIAN,Female,27/08/2019,24/02/2020,0 yrs  6 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,0,,19,591,
3373,UK107189403373,HOLSTEIN FRIESIAN,Female,01/09/2019,24/02/2020,0 yrs  5 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176308653,,19,586,
3400,UK107189303400,HOLSTEIN FRIESIAN,Female,15/10/2019,24/02/2020,0 yrs  4 mths,Newcastle University,,,,,,0,,0,,18,553,
,UK107189203462,HOLSTEIN FRIESIAN,Female,02/01/2020,13/05/2020,0 yrs  4 mths,Newcastle University,,,,,,0,,982000176157028,,15,474,
,UK107189103454,HOLSTEIN FRIESIAN,Female,01/01/2020,13/05/2020,0 yrs  4 mths,Newcastle University,,,,,,0,,982000176157020,,15,475,
,UK107189603480,HOLSTEIN FRIESIAN,Female,25/01/2020,13/05/2020,0 yrs  4 mths,Newcastle University,,,,,,0,,982000176157046,,15,451,
,UK107189603487,HOLSTEIN FRIESIAN,Female,03/03/2020,13/05/2020,0 yrs  2 mths,Newcastle University,,,,,,0,,982000176157053,,13,413,
,UK107189303477,HOLSTEIN FRIESIAN X,Female,12/01/2020,13/05/2020,0 yrs  4 mths,Newcastle University,,,,,,0,,982000176157043,,15,464,
,UK107189703467,HOLSTEIN FRIESIAN,Female,05/01/2020,13/05/2020,0 yrs  4 mths,Newcastle University,,,,,,0,,982000176157033,,15,471,
,UK107189303484,Swedish Red X,Female,07/02/2020,13/05/2020,0 yrs  3 mths,Newcastle University,,,,,,0,,982000176157050,,14,438,
,UK107189603466,HOLSTEIN FRIESIAN,Female,05/01/2020,13/05/2020,0 yrs  4 mths,Newcastle University,,,,,,0,,982000176157032,,15,471,
,UK107189203469,Swedish Red X,Female,06/01/2020,13/05/2020,0 yrs  4 mths,Newcastle University,,,,,,0,,982000176157035,,15,470,
,UK107189503486,HOLSTEIN FRIESIAN,Female,24/02/2020,13/05/2020,0 yrs  3 mths,Newcastle University,,,,,,0,,982000176157052,,14,421,
,UK107189403478,HOLSTEIN FRIESIAN,Female,21/01/2020,13/05/2020,0 yrs  4 mths,Newcastle University,,,,,,0,,982000176157044,,15,455,
,UK107189403471,HOLSTEIN FRIESIAN,Female,07/01/2020,13/05/2020,0 yrs  4 mths,Newcastle University,,,,,,0,,982000176157037,,15,469,
,UK107189503409,HOLSTEIN FRIESIAN,Bull,03/11/2019,13/05/2020,0 yrs  6 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,0,,17,523,
,UK107189303505,BRITISH FRIESIAN X,Female,10/04/2020,13/05/2020,0 yrs  1 mths,Newcastle University,08/06/2020,31/377/0042 Nafferton Farm,,,,0,,982000176157071,,1,59,
,UK107189203490,HOLSTEIN FRIESIAN,Female,03/03/2020,13/05/2020,0 yrs  2 mths,Newcastle University,,,,,,0,,982000176157056,,13,413,
,UK107189503507,HOLSTEIN FRIESIAN,Female,12/04/2020,13/05/2020,0 yrs  1 mths,Newcastle University,,,,,,0,,982000176157073,,12,373,
,UK107189303491,HOLSTEIN FRIESIAN,Female,02/03/2020,13/05/2020,0 yrs  2 mths,Newcastle University,,,,,,0,,982000176157057,,13,414,
,UK107189503493,HOLSTEIN FRIESIAN,Female,10/04/2020,13/05/2020,0 yrs  1 mths,Newcastle University,,,,,,0,,982000176157059,,12,375,
3414,UK107189303414,HOLSTEIN FRIESIAN,Female,15/11/2019,14/05/2020,0 yrs  6 mths,Newcastle University,,,,,,0,,982000176308673,,17,522,
,UK107189703432,Swedish Red X,Female,29/12/2019,14/05/2020,0 yrs  5 mths,Newcastle University,,,,,,0,,0,,15,478,
3411,UK107189703411,HOLSTEIN FRIESIAN,Female,28/11/2019,22/06/2020,0 yrs  7 mths,Newcastle University,,,,,,0,,982000176308666,,16,509,
,UK107189203455,HOLSTEIN FRIESIAN X,Female,02/01/2020,22/06/2020,0 yrs  5 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176157021,,15,463,
2678,UK106710102678,HOLSTEIN FRIESIAN,Female,04/01/2018,21/12/2020,2 yrs  11 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126202,,29,886,
2681,UK106710402681,HOLSTEIN FRIESIAN,Female,09/01/2018,21/12/2020,2 yrs  11 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126204,,29,881,
2737,UK106710402737,HOLSTEIN FRIESIAN,Female,12/04/2018,21/12/2020,2 yrs  8 mths,,21/12/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126214,,32,984,
,UK107189402736,HOLSTEIN FRIESIAN X,Female,22/12/2016,21/12/2020,4 yrs  0 mths,,21/12/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126226,,48,1460,
,UK107189302910,HOLSTEIN FRIESIAN,Female,04/12/2017,22/12/2020,3 yrs  0 mths,,23/02/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126288,,27,811,
,UK107189203497,HOLSTEIN FRIESIAN,Female,02/04/2020,16/02/2021,0 yrs  10 mths,Newcastle University,,,,,,0,,982000176157063,,12,383,
,UK107189203595,LONGHORN X,Female,10/11/2020,16/02/2021,0 yrs  3 mths,Newcastle University,,,,,,0,,982000176157161,,5,161,
,UK107189303519,HOLSTEIN FRIESIAN,Female,10/04/2020,16/02/2021,0 yrs  10 mths,Newcastle University,,,,,,0,,982000176157085,,12,375,
,UK107189303533,HOLSTEIN FRIESIAN,Female,24/04/2020,16/02/2021,0 yrs  10 mths,Newcastle University,,,,,,0,,982000176157099,,12,361,
,UK107189303589,BRITISH BLUE X,Bull,05/11/2020,16/02/2021,0 yrs  3 mths,Newcastle University,,,,,,0,,982000176157155,,5,166,
,UK107189303596,BRITISH FRIESIAN X,Bull,15/11/2020,16/02/2021,0 yrs  3 mths,Newcastle University,,,,,,0,,982000176157162,,5,156,
,UK 107189 303624,ABERDEEN ANGUS X,Bull,18/07/2020,16/02/2021,0 yrs  7 mths,Newcastle University,,,,,,0,,982000176157190,,9,276,
,UK107189403527,HOLSTEIN FRIESIAN,Female,10/04/2020,16/02/2021,0 yrs  10 mths,Newcastle University,,,,,,0,,982000176157093,,12,375,
,UK107189403590,LONGHORN X,Female,10/11/2020,16/02/2021,0 yrs  3 mths,Newcastle University,,,,,,0,,982000176157156,,5,161,
,UK107189403597,LONGHORN X,Female,15/11/2020,16/02/2021,0 yrs  3 mths,Newcastle University,,,,,,0,,982000176157163,,5,156,
,UK107189503584,LONGHORN X,Bull,06/11/2020,16/02/2021,0 yrs  3 mths,Newcastle University,,,,,,0,,982000176157150,,5,165,
,UK107189603515,HOLSTEIN FRIESIAN,Female,15/04/2020,16/02/2021,0 yrs  10 mths,Newcastle University,,,,,,0,,982000176157081,,12,370,
,UK107189603585,LONGHORN X,Female,06/11/2020,16/02/2021,0 yrs  3 mths,Newcastle University,,,,,,0,,982000176157151,,5,165,
,UK107189603592,LONGHORN X,Bull,10/11/2020,16/02/2021,0 yrs  3 mths,Newcastle University,,,,,,0,,982000176157158,,5,161,
,UK107189603676,LONGHORN X,Female,20/09/2020,16/02/2021,0 yrs  5 mths,Newcastle University,,,,,,0,,982000176157242,,7,212,
,UK107189403681,LONGHORN X,Bull,01/10/2020,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,,0,,982000176157247,,6,201,
,UK107189403688,LONGHORN X,Bull,07/10/2020,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,,0,,982000176157254,,6,195,
,UK107189503570,LONGHORN X,Bull,27/10/2020,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,,0,,982000176157136,,5,175,
,UK107189503577,LONGHORN X,Female,01/11/2020,16/02/2021,0 yrs  3 mths,Newcastle University,,,,,,0,,982000176157143,,5,170,
,UK107189503633,LONGHORN X,Female,25/08/2020,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,,0,,982000176157199,,7,238,
,UK107189503640,LONGHORN X,Female,30/08/2020,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,,0,,982000176157206,,7,233,
,UK107189503682,LONGHORN X,Female,01/10/2020,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,,0,,982000176157248,,6,201,
,UK107189503689,LONGHORN X,Female,07/10/2020,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,,0,,982000176157255,,6,195,
,UK107189603557,ABERDEEN ANGUS X,Female,14/08/2020,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,,0,,982000176157123,,8,249,
,UK107189603571,LONGHORN X,Bull,27/10/2020,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,,0,,982000176157137,,5,175,
,UK107189603578,LONGHORN X,Female,30/10/2020,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,,0,,982000176157144,,5,172,
,UK107189603641,Shorthorn,Bull,30/08/2020,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,,0,,982000176157207,,7,233,
,UK107189603655,LONGHORN X,Female,03/09/2020,16/02/2021,0 yrs  5 mths,Newcastle University,,,,,,0,,982000176157221,,7,229,
,UK107189603683,LONGHORN X,Female,01/10/2020,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,,0,,982000176157249,,6,201,
,UK107189703558,Longhorn,Female,23/08/2020,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,,0,,982000176157124,,8,240,
,UK107189703572,ABERDEEN ANGUS X,Female,30/10/2020,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,,0,,982000176157138,,5,172,
,UK107189703579,LONGHORN X,Bull,30/10/2020,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,,0,,982000176157145,,5,172,
,UK107189703635,LONGHORN X,Bull,27/08/2020,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,,0,,982000176157201,,7,236,
,UK107189703642,ABERDEEN ANGUS X,Female,31/08/2020,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,,0,,982000176157208,,7,232,
,UK107189703663,LONGHORN X,Female,13/09/2020,16/02/2021,0 yrs  5 mths,Newcastle University,,,,,,0,,982000176157229,,7,219,
,UK107189703677,LONGHORN X,Female,20/09/2020,16/02/2021,0 yrs  5 mths,Newcastle University,,,,,,0,,982000176157243,,7,212,
,UK107189703684,LONGHORN X,Bull,02/10/2020,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,,0,,982000176157250,,6,200,
,UK107189703691,LONGHORN X,Female,07/10/2020,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,,0,,982000176157257,,6,195,
,UK107189203679,LONGHORN X,Female,01/10/2020,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,,0,,982000176157245,,6,201,
,UK107189303568,ABERDEEN ANGUS X,Female,27/10/2020,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,,0,,982000176157134,,5,175,
,UK107189303575,LONGHORN X,Bull,01/11/2020,16/02/2021,0 yrs  3 mths,Newcastle University,,,,,,0,,982000176157141,,5,170,
,UK107189303582,LONGHORN X,Bull,02/11/2020,16/02/2021,0 yrs  3 mths,Newcastle University,,,,,,0,,982000176157148,,5,169,
,UK107189303631,LONGHORN X,Female,25/08/2020,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,,0,,982000176157197,,7,238,
,UK107189303638,LONGHORN X,Female,27/08/2020,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,,0,,982000176157204,,7,236,
,UK107189303645,Shorthorn,Bull,31/08/2020,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,,0,,982000176157211,,7,232,
,UK107189303652,LONGHORN X,Bull,02/09/2020,16/02/2021,0 yrs  5 mths,Newcastle University,,,,,,0,,982000176157218,,7,230,
,UK107189303659,LONGHORN X,Female,04/09/2020,16/02/2021,0 yrs  5 mths,Newcastle University,,,,,,0,,0,,7,228,
,UK107189303673,LONGHORN X,Female,19/09/2020,16/02/2021,0 yrs  5 mths,Newcastle University,,,,,,0,,982000176157239,,7,213,
,UK107189303680,DAIRY SHORTHORN X,Bull,01/10/2020,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,,0,,982000176157246,,6,201,
,UK107189303687,HOLSTEIN FRIESIAN,Female,07/10/2020,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,,0,,982000176157253,,6,195,
,UK107189403576,LONGHORN X,Bull,01/11/2020,16/02/2021,0 yrs  3 mths,Newcastle University,,,,,,0,,982000176157142,,5,170,
,UK107189403625,LONGHORN X,Bull,05/08/2020,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,,0,,982000176157191,,8,258,
,UK107189403632,LONGHORN X,Female,25/08/2020,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,,0,,982000176157198,,7,238,
,UK107189403646,LONGHORN X,Bull,31/08/2020,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,,0,,982000176157212,,7,232,
,UK107189403653,LONGHORN X,Female,02/09/2020,16/02/2021,0 yrs  5 mths,Newcastle University,,,,,,0,,982000176157219,,7,230,
,UK107189403660,LONGHORN X,Female,04/09/2020,16/02/2021,0 yrs  5 mths,Newcastle University,,,,,,0,,982000176157226,,7,228,
,UK107189403674,LONGHORN X,Bull,19/09/2020,16/02/2021,0 yrs  5 mths,Newcastle University,,,,,,0,,982000176157240,,7,213,
,UK107189103559,LONGHORN X,Female,23/08/2020,16/02/2021,0 yrs  6 mths,Newcastle University,,,,,,0,,982000176157125,,8,240,
,UK107189103566,LONGHORN X,Bull,27/10/2020,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,,0,,982000176157132,,5,175,
,UK107189103573,ABERDEEN ANGUS X,Bull,30/10/2020,16/02/2021,0 yrs  4 mths,Newcastle University,,,,,,0,,982000176157139,,5,172,
